epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,9206.14,0.90039,0.42064,0.90502,0.9824,0.9941,0.991,0.78096,0.82151,0.36463,0.8833,6.39518e-05,6.39518e-05,6.39518e-05
87,9312.54,0.90767,0.4203,0.90048,0.9832,0.9935,0.99107,0.77975,0.83099,0.36558,0.8843,5.71106e-05,5.71106e-05,5.71106e-05
88,9417.84,0.89607,0.41866,0.90193,0.983,0.99378,0.99114,0.78205,0.82342,0.36384,0.88331,5.07115e-05,5.07115e-05,5.07115e-05
89,9523.67,0.90043,0.421,0.90641,0.98291,0.99425,0.99122,0.78361,0.81659,0.36207,0.8819,4.47606e-05,4.47606e-05,4.47606e-05
90,9630.53,0.89355,0.41652,0.89901,0.98275,0.9942,0.99122,0.78337,0.81717,0.36199,0.88257,3.9264e-05,3.9264e-05,3.9264e-05
91,9735.32,0.89797,0.42407,0.90365,0.98169,0.99466,0.99067,0.77825,0.82229,0.36905,0.88401,3.4227e-05,3.4227e-05,3.4227e-05
92,9838.11,0.88346,0.41376,0.89585,0.98021,0.99389,0.99016,0.77405,0.8243,0.3752,0.88444,2.96546e-05,2.96546e-05,2.96546e-05
93,9943.52,0.88184,0.40889,0.89735,0.98003,0.99378,0.99037,0.77396,0.82239,0.37704,0.88458,2.55513e-05,2.55513e-05,2.55513e-05
94,10047.8,0.87126,0.40798,0.89408,0.98037,0.9941,0.99048,0.77286,0.82548,0.3778,0.8861,2.19212e-05,2.19212e-05,2.19212e-05
95,10152.2,0.86796,0.40248,0.89716,0.98083,0.99452,0.99066,0.77375,0.82235,0.37648,0.88543,1.87678e-05,1.87678e-05,1.87678e-05
96,10256.5,0.8747,0.40476,0.89727,0.98148,0.99438,0.99078,0.77449,0.82076,0.37479,0.88493,1.60943e-05,1.60943e-05,1.60943e-05
97,10361.6,0.87329,0.40226,0.8989,0.98192,0.99399,0.99081,0.77536,0.81843,0.37289,0.88435,1.39032e-05,1.39032e-05,1.39032e-05
98,10466.1,0.87622,0.40466,0.88994,0.9814,0.99452,0.99074,0.77476,0.81923,0.37217,0.88431,1.21968e-05,1.21968e-05,1.21968e-05
99,10570.8,0.88027,0.40549,0.89499,0.98149,0.99452,0.99076,0.77464,0.8204,0.3718,0.88445,1.09768e-05,1.09768e-05,1.09768e-05
